sessionid,email,createdate,language,country,processed,total,converted
1o1mni7n8qmeebkgag,,2025-08-16 16:10:35.63148+02,en,GB,False,35.4,False
1o1mni7n8qmeebmli6,,2025-08-16 15:58:48.218757+02,fr,FR,False,10.8,False
1o1mni7n8qmeebwsu6,anon+9c4c05b3f330@example.invalid,2025-08-16 16:21:27.899976+02,es,ES,True,,False
1o1mni7n8qmeec1ujl,anon+7d2c19c8c6f9@example.invalid,2025-08-16 16:22:41.059725+02,es,ES,True,0.0,True
1o1mni7n8qmeecp30q,,2025-08-16 16:28:30.947466+02,de,DE,False,11.8,False
1o1mni7n8qmeect04s,,2025-08-16 16:29:57.871682+02,es,ES,False,,False
1o1mni7n8qmeect1wr,anon+5f80de250123@example.invalid,2025-08-16 16:30:00.172939+02,es,ES,True,,False
1o1mni7n8qmeecyuuu,anon+a43662977830@example.invalid,2025-08-16 16:40:25.680082+02,en,GB,True,0.0,False
1o1mni7n8qmeedorn5,,2025-08-16 17:13:29.655017+02,es,ES,False,0.0,False
1o1mni7n8qmeeej5xn,anon+faa0f7cd5ed2@example.invalid,2025-08-16 17:18:22.24909+02,en,GB,True,0.0,False
1o1mni7n8qmeeevjwq,anon+74ec63a2f881@example.invalid,2025-08-16 17:37:11.458805+02,es,ES,True,21.3,False
1o1mni7n8qmeef0ims,anon+bf63f73be02f@example.invalid,2025-08-16 17:36:39.789641+02,fr,FR,True,,False
1o1mni7n8qmeefs2vm,,2025-08-16 18:10:28.295142+02,es,ES,False,41.59,False
1o1mni7n8qmeefsgxb,anon+842d659d1c6c@example.invalid,2025-08-16 20:13:11.021418+02,en,US,True,14.0,True
1o1mni7n8qmeeg6ls4,anon+b3469e574afd@example.invalid,2025-08-16 18:18:49.969909+02,en,SE,True,,False
1o1mni7n8qmeeg76a2,,2025-08-16 18:06:32.600382+02,de,DE,True,11.9,True
1o1mni7n8qmeegl6f8,anon+2ebbf77a3c26@example.invalid,2025-08-16 18:25:56.9769+02,en,GB,True,21.4,False
1o1mni7n8qmeegxvyn,,2025-08-16 18:59:48.489033+02,es,ES,False,,False
1o1mni7n8qmeehzabi,,2025-08-16 19:06:33.928239+02,de,DE,False,35.75,False
1o1mni7n8qmeei2l6t,,2025-08-16 19:06:06.049649+02,de,DE,False,22.2,False
1o1mni7n8qmeei7dbf,anon+86b41eed721e@example.invalid,2025-08-16 19:11:18.594392+02,en,GB,True,0.0,True
1o1mni7n8qmeeiejru,,2025-08-16 19:12:22.398386+02,es,ES,False,17.8,False
1o1mni7n8qmeej9bev,anon+086bbb276d50@example.invalid,2025-08-16 20:14:59.219482+02,de,DE,True,18.8,True
1o1mni7n8qmeeje246,,2025-08-19 19:31:45.587865+02,fr,FR,False,15.3,False
1o1mni7n8qmeejngo7,anon+6f8a2887876f@example.invalid,2025-08-16 19:50:41.896546+02,es,ES,True,,False
1o1mni7n8qmeejzkeu,anon+6d93645ed9b6@example.invalid,2025-08-16 20:00:54.388809+02,en,GB,True,,True
1o1mni7n8qmeekqhc9,,2025-08-16 20:12:10.784306+02,en,GB,False,,False
1o1mni7n8qmeekzhxv,anon+9d4ff1f8f0a1@example.invalid,2025-08-16 20:41:07.487688+02,de,DE,True,0.0,True
1o1mni7n8qmeelpwqt,anon+dd63ec7e0daf@example.invalid,2025-08-17 12:14:09.091557+02,es,ES,True,10.8,True
1o1mni7n8qmeelqmcf,,2025-08-16 20:57:01.67672+02,fr,FR,False,18.8,False
1o1mni7n8qmeema0c6,,2025-08-16 21:01:05.313155+02,en,GB,False,24.9,False
1o1mni7n8qmeen4wss,,2025-08-16 21:32:16.951566+02,de,DE,False,29.3,False
1o1mni7n8qmeen5882,anon+b9734279aa25@example.invalid,2025-08-16 21:22:46.775102+02,en,GB,True,60.0,False
1o1mni7n8qmeenh65q,anon+21824afd53a6@example.invalid,2025-08-16 21:42:19.913065+02,es,ES,True,,False
1o1mni7n8qmeeo9tan,anon+eb9ce58a68f9@example.invalid,2025-08-16 22:23:27.645426+02,de,DE,True,22.3,True
1o1mni7n8qmeepk24v,,2025-08-16 22:27:32.57056+02,de,DE,False,11.9,False
1o1mni7n8qmeeq2967,,2025-08-16 23:19:08.866541+02,en,GB,False,31.9,False
1o1mni7n8qmeeqaes5,anon+e5c35249bc3e@example.invalid,2025-08-16 22:55:03.488797+02,en,GB,True,14.4,False
1o1mni7n8qmeer8bvw,,2025-08-16 23:18:49.91928+02,en,GB,False,20.8,False
1o1mni7n8qmeerurff,,2025-08-16 23:38:42.270803+02,fr,FR,False,22.3,False
1o1mni7n8qmeesmua2,,2025-08-16 23:59:42.049358+02,es,ES,False,25.75,False
1o1mni7n8qmef1ngr5,,2025-08-17 04:10:59.568504+02,es,ES,False,14.3,False
1o1mni7n8qmef6tssu,,2025-08-20 07:28:10.635879+02,fr,FR,True,,True
1o1mni7n8qmefc1z7g,,2025-08-17 08:56:43.909916+02,fr,FR,False,,False
1o1mni7n8qmefcntda,anon+dedcb3facb1b@example.invalid,2025-08-17 09:35:33.870209+02,es,ES,True,35.3,True
1o1mni7n8qmefd3m6i,anon+ad70022bbea3@example.invalid,2025-08-17 22:48:51.520781+02,en,GB,True,24.9,False
1o1mni7n8qmefd554u,,2025-08-17 09:39:42.478734+02,de,DE,False,25.8,False
1o1mni7n8qmefd82ld,anon+cd248c192579@example.invalid,2025-08-17 09:31:35.551102+02,en,GB,True,0.0,True
1o1mni7n8qmefdhdwp,anon+062652cb01c9@example.invalid,2025-08-17 09:47:51.893791+02,de,DE,True,18.8,True
1o1mni7n8qmefehmsm,,2025-08-22 17:48:07.716198+02,en,GB,True,37.0,False
1o1mni7n8qmefenulf,,2025-08-17 11:28:18.315696+02,fr,FR,False,18.8,False
1o1mni7n8qmefeqtxz,anon+02b85d694b3d@example.invalid,2025-08-17 10:15:35.188695+02,es,ES,True,17.8,False
1o1mni7n8qmeffos54,anon+495b4521a643@example.invalid,2025-08-17 10:43:55.899416+02,de,DE,True,20.74,True
1o1mni7n8qmeffqfl2,anon+11f22fb8257c@example.invalid,2025-08-17 10:58:17.080521+02,es,ES,True,21.3,False
1o1mni7n8qmeffu6xs,anon+5a153834fadc@example.invalid,2025-08-17 10:50:17.681967+02,fr,FR,True,18.8,True
1o1mni7n8qmeffv3j3,anon+8353558f9f0c@example.invalid,2025-08-17 10:49:00.628611+02,es,ES,True,24.8,False
1o1mni7n8qmefga89e,,2025-08-20 17:53:36.265412+02,es,ES,False,24.8,False
1o1mni7n8qmefh6fgf,,2025-08-17 11:20:16.186843+02,fr,GB,False,,False
1o1mni7n8qmefi9cpi,anon+c4089a5f0654@example.invalid,2025-08-17 12:01:46.390981+02,es,ES,True,24.8,True
1o1mni7n8qmefilsgs,anon+1cc02a66d145@example.invalid,2025-08-17 12:14:26.535123+02,es,ES,True,24.8,True
1o1mni7n8qmefj6apz,anon+0245fc0fdc21@example.invalid,2025-08-17 12:23:31.213002+02,es,ES,True,21.3,False
1o1mni7n8qmefjj1ko,,2025-08-17 12:31:28.133529+02,fr,FR,False,11.8,False
1o1mni7n8qmefjl37u,anon+bcff93ca2963@example.invalid,2025-08-17 12:27:33.239682+02,es,ES,True,10.8,False
1o1mni7n8qmefjw6x8,anon+730be407f7e2@example.invalid,2025-08-17 12:47:14.045483+02,es,ES,True,,True
1o1mni7n8qmefk5nm1,anon+888c397b65d9@example.invalid,2025-08-17 12:45:07.96469+02,fr,FR,True,36.3,True
1o1mni7n8qmefkoth0,,2025-08-17 12:59:09.532469+02,de,DE,False,17.4,False
1o1mni7n8qmefkrv38,anon+0b407bb2af1f@example.invalid,2025-08-17 13:10:44.633217+02,es,ES,True,21.3,True
1o1mni7n8qmefkv5ya,,2025-08-17 13:06:03.583766+02,en,GB,False,20.23,False
1o1mni7n8qmefla92u,anon+e500b3086518@example.invalid,2025-08-17 13:23:49.175282+02,es,ES,True,14.3,True
1o1mni7n8qmeflg7bx,,2025-08-17 13:32:15.018161+02,fr,FR,False,11.8,False
1o1mni7n8qmeflkqfq,,2025-08-17 13:26:07.229745+02,de,DE,False,,False
1o1mni7n8qmefmu23r,,2025-08-17 14:15:46.718027+02,fr,FR,False,36.3,False
1o1mni7n8qmefmxzq9,,2025-08-17 14:17:46.910233+02,es,ES,False,27.8,False
1o1mni7n8qmefn5im6,,2025-08-17 14:35:57.892094+02,fr,FR,False,29.3,False
1o1mni7n8qmefnaquc,,2025-08-17 14:22:14.35104+02,en,GB,False,31.9,False
1o1mni7n8qmefnkeu9,anon+e5f981c5c530@example.invalid,2025-08-17 14:28:46.917591+02,sv,SE,True,153.0,True
1o1mni7n8qmefp0uag,,2025-08-17 14:59:48.253193+02,fr,FR,False,0.0,False
1o1mni7n8qmefpfjxy,,2025-08-17 15:15:55.516246+02,en,GB,False,24.9,False
1o1mni7n8qmefqarzq,,2025-08-17 16:03:46.413965+02,es,ES,False,42.2,False
1o1mni7n8qmefqdxkn,anon+8c4af499e091@example.invalid,2025-08-17 15:57:58.950676+02,es,ES,True,24.8,True
1o1mni7n8qmefqh03x,anon+3e460e944635@example.invalid,2025-08-17 15:56:27.423062+02,es,ES,True,21.3,True
1o1mni7n8qmefqkq8x,,2025-08-17 15:44:14.502966+02,fr,FR,False,0.0,False
1o1mni7n8qmefqvqv4,anon+1544edd823ae@example.invalid,2025-08-17 16:01:43.467636+02,es,ES,True,28.3,False
1o1mni7n8qmefrct48,anon+a256bb2f29ef@example.invalid,2025-08-17 16:17:45.919267+02,en,GB,True,24.9,False
1o1mni7n8qmefrg0mq,,2025-08-17 16:46:45.909589+02,es,ES,False,17.8,False
1o1mni7n8qmefrxoh8,anon+29025fa8ce76@example.invalid,2025-08-17 16:21:21.208127+02,es,ES,True,34.54,True
1o1mni7n8qmefse3rc,,2025-08-17 16:46:37.814508+02,es,ES,False,,False
1o1mni7n8qmefspjhl,,2025-08-17 16:45:17.919042+02,en,GB,False,,False
1o1mni7n8qmefswcp7,,2025-08-17 16:58:14.96213+02,fr,FR,False,17.8,False
1o1mni7n8qmeftfz7r,,2025-08-17 17:08:42.505184+02,es,ES,False,30.9,False
1o1mni7n8qmeftyfgd,anon+1fd64dbbe326@example.invalid,2025-08-17 17:23:22.191508+02,en,GB,True,21.4,False
1o1mni7n8qmeftygym,anon+75c5f1266c72@example.invalid,2025-08-17 17:23:18.334135+02,sv,SE,True,368.84,False
1o1mni7n8qmefufx0l,,2025-08-17 17:45:07.25159+02,es,ES,True,28.3,False
1o1mni7n8qmefuvm0f,anon+07fd4e95d3ea@example.invalid,2025-08-17 17:59:47.584234+02,de,DE,True,25.8,True
1o1mni7n8qmefv9eka,anon+ce3443b1a713@example.invalid,2025-08-17 18:04:09.689536+02,fr,FR,True,21.62,False
1o1mni7n8qmefvm8g0,,2025-08-17 18:14:35.312361+02,de,DE,False,17.4,False
1o1mni7n8qmefvnx5c,,2025-08-17 18:13:14.088286+02,de,DE,False,,False
1o1mni7n8qmefwcfd3,anon+03bd60764b22@example.invalid,2025-08-17 18:44:36.915986+02,es,ES,True,64.7,False
1o1mni7n8qmefwhg48,,2025-08-17 18:46:37.644957+02,es,ES,False,21.3,False
1o1mni7n8qmefwhyh3,anon+5c95f4f5f31b@example.invalid,2025-08-17 18:46:47.354228+02,es,ES,True,17.82,True
1o1mni7n8qmefwhz2c,anon+1bb6ab4f2224@example.invalid,2025-08-17 18:43:07.571954+02,en,GB,True,,False
1o1mni7n8qmefwk48v,anon+3247cc75a5a6@example.invalid,2025-08-17 18:41:13.827593+02,es,ES,True,0.0,True
1o1mni7n8qmefwpasb,anon+05e65a474629@example.invalid,2025-08-17 18:38:50.261338+02,fr,FR,True,55.7,True
1o1mni7n8qmefx965j,anon+e25d380ab311@example.invalid,2025-08-17 19:02:15.942657+02,en,GB,True,0.0,False
1o1mni7n8qmefxd0uv,anon+d1c6ae5dc93a@example.invalid,2025-08-17 19:11:20.531928+02,fr,CH,True,22.3,True
1o1mni7n8qmefxd3f9,,2025-08-18 04:55:44.611969+02,en,GB,False,14.4,False
1o1mni7n8qmefyfpy4,anon+ad61347f46c6@example.invalid,2025-08-17 20:04:46.219953+02,es,ES,True,21.3,False
1o1mni7n8qmefymh9p,,2025-08-17 19:31:53.889754+02,en,GB,False,21.4,False
1o1mni7n8qmefyqn9g,anon+59296812a42c@example.invalid,2025-08-17 19:34:46.885807+02,en,GB,True,0.0,False
1o1mni7n8qmefyy4sx,,2025-08-17 19:40:09.254397+02,es,ES,False,13.85,False
1o1mni7n8qmefzen6u,,2025-08-17 19:55:07.808287+02,fr,FR,True,,True
1o1mni7n8qmefzrqix,anon+3783ce20d81e@example.invalid,2025-08-17 20:02:26.011963+02,fr,FR,True,,False
1o1mni7n8qmefzzij1,,2025-08-17 21:00:19.143478+02,es,ES,False,24.8,False
1o1mni7n8qmeg0d6ga,,2025-08-17 20:17:46.257675+02,fr,FR,False,,False
1o1mni7n8qmeg0qleb,anon+98d5192de440@example.invalid,2025-08-17 20:42:43.584653+02,es,ES,True,24.7,True
1o1mni7n8qmeg19hz3,anon+ede2d4180c9e@example.invalid,2025-08-17 20:55:59.351276+02,en,GB,True,28.4,False
1o1mni7n8qmeg1zkoh,,2025-08-17 21:24:42.103189+02,fr,FR,False,34.7,False
1o1mni7n8qmeg48ya3,,2025-08-17 22:09:04.767771+02,fr,FR,False,18.8,False
1o1mni7n8qmeg4fc4f,anon+a24d0bf49ab6@example.invalid,2025-08-23 14:48:32.142834+02,fr,FR,True,,False
1o1mni7n8qmeg4wnlj,anon+ab4ab64ae73f@example.invalid,2025-08-20 11:36:46.718219+02,fr,FR,True,29.3,True
1o1mni7n8qmeg5f7n1,anon+28bbf194050c@example.invalid,2025-08-18 05:45:58.484087+02,es,ES,True,,True
1o1mni7n8qmeg6qdys,,2025-08-21 14:11:07.999803+02,es,ES,False,,False
1o1mni7n8qmeg6z3ks,,2025-08-17 23:43:56.360857+02,fr,FR,False,29.3,False
1o1mni7n8qmeg6z8vu,anon+b0954695a900@example.invalid,2025-08-18 15:47:35.236777+02,en,GB,True,24.9,True
1o1mni7n8qmeg7gfgu,anon+ad61347f46c6@example.invalid,2025-08-17 23:41:16.429246+02,es,ES,True,,False
1o1mni7n8qmeg86w0e,anon+89bf3788fca0@example.invalid,2025-08-17 23:57:18.635646+02,es,ES,True,16.4,True
1o1mni7n8qmeg91rmt,anon+674da11b01c5@example.invalid,2025-08-18 00:53:02.18062+02,es,ES,True,,False
1o1mni7n8qmeg9c1ul,anon+c4b3042a98d8@example.invalid,2025-08-18 00:43:42.611761+02,es,ES,True,21.3,False
1o1mni7n8qmegbdg8h,,2025-08-21 22:54:40.469388+02,es,ES,False,24.8,False
1o1mni7n8qmegmmru0,,2025-08-18 06:41:45.24148+02,de,DE,False,14.85,False
1o1mni7n8qmegotv3t,,2025-08-18 07:47:04.041511+02,fr,FR,False,18.7,False
1o1mni7n8qmegsqku2,,2025-08-18 10:04:59.668967+02,fr,FR,False,15.3,False
1o1mni7n8qmegsykla,,2025-08-18 10:06:41.633756+02,es,ES,False,38.25,False
1o1mni7n8qmegt6zjg,anon+8e5bbb621974@example.invalid,2025-08-18 09:47:57.805216+02,fr,FR,True,34.65,False
1o1mni7n8qmegt8rza,,2025-08-18 09:48:43.985327+02,fr,FR,False,11.8,False
1o1mni7n8qmegufd8m,,2025-08-18 10:18:50.185544+02,es,ES,False,,False
1o1mni7n8qmeguy8hs,anon+d2742fae07a3@example.invalid,2025-08-18 10:47:57.940749+02,fr,FR,True,,False
1o1mni7n8qmegv191c,,2025-08-21 20:29:59.060105+02,es,ES,False,14.3,False
1o1mni7n8qmegvfmij,,2025-08-18 10:49:39.605975+02,de,DE,False,17.4,False
1o1mni7n8qmegw7mdp,,2025-08-18 11:25:44.253684+02,en,GB,False,,False
1o1mni7n8qmegz907j,anon+0deab347b33f@example.invalid,2025-08-19 22:26:22.887859+02,es,ES,True,28.3,True
1o1mni7n8qmegzg8to,anon+2736a47bd109@example.invalid,2025-08-18 13:03:51.202424+02,fr,FR,True,29.3,True
1o1mni7n8qmeh0mf2h,anon+999a25de9b18@example.invalid,2025-08-18 13:19:52.431847+02,es,ES,True,21.3,True
1o1mni7n8qmeh0ow9y,anon+69c2d763ea92@example.invalid,2025-08-18 13:17:49.598016+02,es,ES,True,10.8,True
1o1mni7n8qmeh0rx09,,2025-08-18 13:19:01.240287+02,fr,FR,False,32.8,False
1o1mni7n8qmeh10jj5,anon+8058e84ac06d@example.invalid,2025-08-18 13:32:53.426273+02,es,ES,True,21.3,True
1o1mni7n8qmeh14x6j,,2025-08-18 13:36:09.388352+02,en,GB,False,,False
1o1mni7n8qmeh1kdmg,anon+2ec938d3bcf7@example.invalid,2025-08-18 14:48:51.992984+02,en,GB,True,17.9,False
1o1mni7n8qmeh1nzxg,anon+1b6791ae6f6f@example.invalid,2025-08-18 13:50:24.612726+02,en,GB,True,,False
1o1mni7n8qmeh1skmd,,2025-08-18 13:50:18.743778+02,en,GB,False,21.4,False
1o1mni7n8qmeh23cud,,2025-08-18 13:53:58.200092+02,it,IT,False,22.3,False
1o1mni7n8qmeh23pgx,anon+c9f798bf3590@example.invalid,2025-08-18 13:56:56.274701+02,it,IT,True,0.0,True
1o1mni7n8qmeh2hy9u,anon+9bab3d0a9b5f@example.invalid,2025-08-18 14:09:13.31865+02,en,GB,True,35.0,False
1o1mni7n8qmeh3dvug,anon+057c13a15dc5@example.invalid,2025-08-18 14:55:33.605691+02,fr,FR,True,25.8,True
1o1mni7n8qmeh3f7wp,,2025-08-18 14:54:59.776456+02,it,IT,False,36.3,False
1o1mni7n8qmeh3lda9,anon+ec4a8852dc2c@example.invalid,2025-08-18 14:42:25.172218+02,es,ES,True,24.3,True
1o1mni7n8qmeh3smxz,anon+d45203942308@example.invalid,2025-08-18 14:49:47.088691+02,fr,FR,True,22.3,True
1o1mni7n8qmeh3uhc2,anon+a4caaed73889@example.invalid,2025-08-18 14:46:13.936857+02,es,ES,True,24.8,True
1o1mni7n8qmeh42odt,anon+2bacb6b6c54c@example.invalid,2025-08-18 14:58:21.378684+02,es,ES,True,43.54,True
1o1mni7n8qmeh4af46,anon+afc653675d5b@example.invalid,2025-08-18 15:06:02.387585+02,es,ES,True,28.3,False
1o1mni7n8qmeh4axta,anon+269cf1beae67@example.invalid,2025-08-18 15:14:57.611646+02,es,ES,True,,False
1o1mni7n8qmeh4bheo,,2025-08-18 14:55:43.165022+02,en,US,False,0.0,False
1o1mni7n8qmeh4u48b,anon+d8876fa0a23a@example.invalid,2025-08-18 15:16:19.148556+02,de,DE,True,22.3,True
1o1mni7n8qmeh5rvzt,,2025-08-19 16:11:44.584013+02,es,ES,False,14.3,False
1o1mni7n8qmeh6vqge,,2025-08-18 16:11:27.12321+02,it,IT,False,18.8,False
1o1mni7n8qmeh6yal9,anon+f639dc61565a@example.invalid,2025-08-18 16:14:57.23868+02,es,ES,True,,False
1o1mni7n8qmeh70d23,,2025-08-18 16:27:14.864516+02,fr,US,False,,False
1o1mni7n8qmeh787m6,anon+ca77607997bf@example.invalid,2025-08-18 16:26:13.546525+02,es,ES,True,,False
1o1mni7n8qmeh7jqc0,,2025-08-18 16:26:59.110098+02,en,GB,False,16.9,False
1o1mni7n8qmeh7nbk8,anon+33deec22bb6c@example.invalid,2025-08-18 16:31:54.413391+02,es,ES,True,,False
1o1mni7n8qmeh8cdd3,,2025-08-18 16:51:27.469821+02,es,ES,False,10.8,False
1o1mni7n8qmeh8f3yz,anon+9981508aa965@example.invalid,2025-08-18 17:03:29.800297+02,en,GB,True,28.4,True
1o1mni7n8qmeh8j0dt,anon+49b4744da584@example.invalid,2025-08-18 17:00:10.794947+02,es,ES,True,,False
1o1mni7n8qmeh9gbmc,,2025-08-21 15:32:51.375873+02,es,ES,False,28.3,False
1o1mni7n8qmeh9l5nv,anon+4f778d23b545@example.invalid,2025-08-18 17:31:54.991486+02,sv,SE,True,227.8,True
1o1mni7n8qmeha9n0l,,2025-08-18 17:45:16.324928+02,es,ES,False,10.8,False
1o1mni7n8qmehae8kb,,2025-08-18 17:57:34.461581+02,it,IT,False,,False
1o1mni7n8qmehbyqti,anon+d3816c9cd6df@example.invalid,2025-08-18 18:32:05.948419+02,es,ES,True,,False
1o1mni7n8qmehcpea4,,2025-08-18 18:54:06.592638+02,de,DE,False,25.8,False
1o1mni7n8qmehd0jna,,2025-08-20 10:10:01.310451+02,es,ES,False,17.8,False
1o1mni7n8qmehd98b4,,2025-08-18 19:09:05.263907+02,de,DE,False,18.8,False
1o1mni7n8qmehea0bl,,2025-08-18 19:36:25.626885+02,en,GB,False,10.9,False
1o1mni7n8qmehebtqs,anon+11c88562ca71@example.invalid,2025-08-18 19:42:47.07097+02,fr,FR,True,15.3,True
1o1mni7n8qmehefsiv,anon+49798ba1071b@example.invalid,2025-08-18 19:41:40.86546+02,en,GB,True,24.9,True
1o1mni7n8qmehejyb6,,2025-08-18 20:38:07.571663+02,de,DE,False,18.8,False
1o1mni7n8qmehep21t,,2025-08-18 19:48:48.124543+02,de,DE,False,,False
1o1mni7n8qmehf0i1c,,2025-08-18 20:48:52.05324+02,fr,FR,False,14.4,False
1o1mni7n8qmehfh05l,,2025-08-18 20:10:08.009345+02,es,ES,False,10.8,False
1o1mni7n8qmehfjarp,anon+4e18ecb062e0@example.invalid,2025-08-19 16:25:54.27881+02,es,ES,True,,False
1o1mni7n8qmehflb62,anon+a7499ed52164@example.invalid,2025-08-18 20:19:07.834496+02,es,ES,True,24.8,False
1o1mni7n8qmehfssrr,anon+192716ddd21c@example.invalid,2025-08-18 20:38:44.459016+02,fr,FR,True,0.0,True
1o1mni7n8qmehg0qd3,,2025-08-18 20:24:36.143175+02,es,ES,False,36.3,False
1o1mni7n8qmehh2yw0,anon+05e8779b93bd@example.invalid,2025-08-18 20:59:47.740415+02,en,GB,True,,False
1o1mni7n8qmehhduzz,anon+2ee96e6ee75b@example.invalid,2025-08-18 21:07:32.293691+02,es,ES,True,28.3,True
1o1mni7n8qmehhq8lj,,2025-08-18 21:13:47.794062+02,es,ES,False,0.0,False
1o1mni7n8qmehhwltd,anon+377e0ff312d8@example.invalid,2025-08-18 21:26:41.188636+02,it,IT,True,36.3,True
1o1mni7n8qmehi29k5,,2025-08-18 21:31:44.282995+02,fr,FR,False,30.7,False
1o1mni7n8qmehi2gwa,anon+6fe2ca0a8ffc@example.invalid,2025-08-18 21:23:13.73914+02,fr,FR,True,23.8,False
1o1mni7n8qmehi8dfj,anon+d87919cad618@example.invalid,2025-08-18 21:26:41.576595+02,it,IT,True,10.42,True
1o1mni7n8qmehijxv5,anon+2ec938d3bcf7@example.invalid,2025-08-18 21:48:25.431155+02,en,GB,True,0.0,True
1o1mni7n8qmehjccsv,,2025-08-18 21:56:18.141246+02,sv,SE,False,,False
1o1mni7n8qmehjn15t,anon+717cb3202a59@example.invalid,2025-08-20 14:26:22.923725+02,en,GB,True,,True
1o1mni7n8qmehjvc25,,2025-08-18 22:25:19.887032+02,en,GB,False,24.9,False
1o1mni7n8qmehlg2zm,,2025-08-18 23:15:05.764586+02,en,GB,False,17.9,False
1o1mni7n8qmehlslm4,,2025-08-18 23:09:42.217966+02,es,ES,False,28.3,False
1o1mni7n8qmehm2eo0,,2025-08-18 23:15:46.478728+02,es,ES,False,23.42,False
1o1mni7n8qmehm3dmv,anon+5561e3219a1e@example.invalid,2025-08-18 23:22:45.508922+02,es,ES,True,45.3,False
1o1mni7n8qmehmhmfg,,2025-08-18 23:24:22.246109+02,en,GB,False,,False
1o1mni7n8qmehmicah,,2025-08-18 23:32:59.463648+02,es,ES,True,24.8,False
1o1mni7n8qmehnx5b9,anon+84c1a2a30c8e@example.invalid,2025-08-19 00:18:14.507105+02,fr,FR,True,,False
1o1mni7n8qmehoe5qu,,2025-08-19 00:19:44.587516+02,en,GB,False,,False
1o1mni7n8qmehpatj2,anon+34cea0ab16ed@example.invalid,2025-08-23 16:24:42.493815+02,es,ES,True,26.7,False
1o1mni7n8qmehs6dmt,,2025-08-19 02:04:14.779301+02,sv,US,False,,False
1o1mni7n8qmehuzvuj,,2025-08-19 03:35:02.333724+02,de,DE,False,34.2,False
1o1mni7n8qmei1k23j,,2025-08-19 06:28:34.454983+02,de,DE,False,11.8,False
1o1mni7n8qmei3380h,anon+6b8dee9b968e@example.invalid,2025-08-19 07:19:55.035322+02,en,GB,True,,False
1o1mni7n8qmei3ygnq,anon+0d22f70d63fe@example.invalid,2025-08-19 07:45:31.546151+02,es,ES,True,,False
1o1mni7n8qmei56qhq,,2025-08-19 08:08:01.82735+02,es,ES,False,0.0,False
1o1mni7n8qmei5fp0z,anon+0d22f70d63fe@example.invalid,2025-08-21 08:09:36.327183+02,es,ES,True,17.82,False
1o1mni7n8qmei5o24p,,2025-08-19 08:29:31.699608+02,de,AT,False,22.3,False
1o1mni7n8qmei68z7e,anon+7ad1a844f610@example.invalid,2025-08-20 00:12:35.698013+02,es,ES,True,24.8,True
1o1mni7n8qmei75haw,anon+26b7cf2b25a0@example.invalid,2025-08-19 09:08:03.447762+02,es,ES,True,0.0,False
1o1mni7n8qmei77vih,anon+a6f0af6169cd@example.invalid,2025-08-19 09:25:47.586837+02,it,IT,True,24.2,True
1o1mni7n8qmei877xy,,2025-08-19 09:34:33.800162+02,it,IT,False,16.7,False
1o1mni7n8qmei90bgz,anon+041be0003fd2@example.invalid,2025-08-19 09:57:15.25602+02,es,ES,True,,False
1o1mni7n8qmei9gcpf,anon+0cae91c4431b@example.invalid,2025-08-19 11:02:31.199174+02,de,DE,True,24.75,False
1o1mni7n8qmei9u8tb,,2025-08-19 10:27:16.286652+02,en,GB,True,,True
1o1mni7n8qmeib8af1,anon+60cc922062db@example.invalid,2025-08-19 11:16:48.47181+02,es,ES,True,24.8,True
1o1mni7n8qmeibm1qs,anon+e5eaf72e9748@example.invalid,2025-08-19 11:10:58.913974+02,fr,FR,True,,False
1o1mni7n8qmeic1x0s,,2025-08-19 11:28:18.957543+02,de,DE,False,0.0,False
1o1mni7n8qmeic7te3,anon+16324c555abc@example.invalid,2025-08-19 11:42:22.912892+02,en,GB,True,21.4,True
1o1mni7n8qmeicg8nn,anon+ca44751f1b7a@example.invalid,2025-08-19 11:39:24.776114+02,en,GB,True,,False
1o1mni7n8qmeid1znn,,2025-08-19 11:48:03.218492+02,en,GB,False,,False
1o1mni7n8qmeidc2b5,,2025-08-19 12:16:47.762158+02,es,ES,False,31.8,False
1o1mni7n8qmeie3e5r,anon+2878cac1b4ea@example.invalid,2025-08-19 12:55:43.087602+02,es,ES,True,24.8,True
1o1mni7n8qmeiec2zf,anon+bb303ab0b155@example.invalid,2025-08-19 12:25:19.221787+02,es,ES,True,26.24,True
1o1mni7n8qmeiec7yn,,2025-08-19 12:29:44.143825+02,es,ES,False,13.8,False
1o1mni7n8qmeiel3m9,,2025-08-19 12:31:01.695114+02,es,ES,False,,False
1o1mni7n8qmeif3q9w,anon+bf63f73be02f@example.invalid,2025-08-19 12:58:13.113311+02,fr,FR,True,50.16,True
1o1mni7n8qmeif7o3i,anon+69a0f2823f7d@example.invalid,2025-08-19 12:56:51.998149+02,es,ES,True,17.8,True
1o1mni7n8qmeif85dt,anon+fee6afede147@example.invalid,2025-08-19 12:57:20.972911+02,es,ES,True,,False
1o1mni7n8qmeifjbd2,,2025-08-19 12:57:34.499062+02,es,RO,False,,False
1o1mni7n8qmeiftynb,anon+dd0707747384@example.invalid,2025-08-19 13:06:54.800721+02,en,GB,True,0.0,True
1o1mni7n8qmeig5kbl,,2025-08-19 13:15:31.8673+02,es,ES,False,17.8,False
1o1mni7n8qmeigy4ij,,2025-08-19 23:20:17.089797+02,it,IT,False,22.3,False
1o1mni7n8qmeihdbec,,2025-08-19 13:54:37.135004+02,it,IT,False,0.0,False
